지역,기관,부서,항목1,항목2,상세,금액,예산서 사이트
부산,부산광역시 북구청,민원봉사과,201 일반운영비,01 사무관리비,기록관 향균방충제(22000원*50개),"1,100,000",https://www.bsbukgu.go.kr/index.bsbukgu?menuCd=DOM_000000105009001063&cpath=
부산,부산광역시 북구청,민원봉사과,201 일반운영비,01 사무관리비,"기록관 조습제(37,000원*60개)","2,220,000",https://www.bsbukgu.go.kr/index.bsbukgu?menuCd=DOM_000000105009001063&cpath=
부산,부산광역시 북구청,민원봉사과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 통합유지관리비,"36,834,470",https://www.bsbukgu.go.kr/index.bsbukgu?menuCd=DOM_000000105009001063&cpath=
부산,사상구청,민원여권과,201 일반운영비,01 사무관리비,"향균소독제(제1,2서고 분사)(23,000원*85개*85%)","1,662,000",https://www.sasang.go.kr/index.sasang?menuCd=DOM_000000101006001014&cpath=
부산,사상구청,민원여권과,201 일반운영비,01 사무관리비,"조습제(제1,2서고 비치)(35,000원*30개*85%)","893,000",https://www.sasang.go.kr/index.sasang?menuCd=DOM_000000101006001014&cpath=
부산,사상구청,민원여권과,201 일반운영비,02 공공운영비,"기록관 방충 및 소독(제1,2서고)","2,000,000",https://www.sasang.go.kr/index.sasang?menuCd=DOM_000000101006001014&cpath=
부산,사상구청,민원여권과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 운영 지원,"36,840,000",https://www.sasang.go.kr/index.sasang?menuCd=DOM_000000101006001014&cpath=
부산,사하구청,민원여권과,201 일반운영비,01 사무관리비,서고 보존약제 구입,"4,900,000",https://www.saha.go.kr/portal/contents.do?mId=0303080000
부산,사하구청,민원여권과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 유지관리,"361,835,000",https://www.saha.go.kr/portal/contents.do?mId=0303080000
부산,사하구청,민원여권과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,중요기록물 DB구축사업,"325,000,000",https://www.saha.go.kr/portal/contents.do?mId=0303080000
부산,부산광역시 서구청,민원봉사과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 유지보수비용,"33,000,000",https://www.bsseogu.go.kr/index.bsseogu?menuCd=DOM_000000103005001092&cpath=
부산,부산광역시 서구청,민원봉사과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,중요기록물 D/B 구축 사업,"150,000,000",https://www.bsseogu.go.kr/index.bsseogu?menuCd=DOM_000000103005001092&cpath=
부산,수영구청,민원여권과,201 일반운영비,01 사무관리비,"문서고 미생물 일시 억제 항균제(20,000원*2개*5개소*12월)","2,400,000",https://www.suyeong.go.kr/finance/index.suyeong?menuCd=DOM_000000901001000000
부산,수영구청,민원여권과,201 일반운영비,01 사무관리비,"문서고 전체 소독(196,000원*5개소)","980,000",https://www.suyeong.go.kr/finance/index.suyeong?menuCd=DOM_000000901001000000
부산,수영구청,민원여권과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 유지관리비용,"33,835,000",https://www.suyeong.go.kr/finance/index.suyeong?menuCd=DOM_000000901001000000
부산,수영구청,민원여권과,401 시설비및부대비,01 시설비,중요기록물전산화사업,"110,950,000",https://www.suyeong.go.kr/finance/index.suyeong?menuCd=DOM_000000901001000000
부산,연제구청,민원여권과,201 일반운영비,02 공공운영비,보존서고 소독 등,"1,577,000",https://www.yeonje.go.kr/portal/contents/budgetList.do?mId=0403020000
부산,연제구청,민원여권과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 통합유지관리비(SW 포함),"36,835,000",https://www.yeonje.go.kr/portal/contents/budgetList.do?mId=0403020000
부산,영도구청,민원회계과,201 일반운영비,01 사무관리비,기록관 소독,"1,540,000",https://www.yeongdo.go.kr/00000/00067/00068.web
부산,영도구청,민원회계과,207 연구개발비,02 전산개발비,중요비전자기록물 DB구축사업,"156,000,000",https://www.yeongdo.go.kr/00000/00067/00068.web
부산,영도구청,민원회계과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 유지보수,"24,835,000",https://www.yeongdo.go.kr/00000/00067/00068.web
부산,영도구청,민원회계과,405 자산취득비,01 자산및물푸취득비,기록관 모빌렉 설치,"194,000,000",https://www.yeongdo.go.kr/00000/00067/00068.web
부산,부산광역시 중구청,민원봉사과,201 일반운영비,01 사무관리비,"보존서고 향균소독제(25,000원*2종*12월)","600,000",https://www.bsjunggu.go.kr/index.junggu?menuCd=DOM_000000103004001026
부산,부산광역시 중구청,민원봉사과,201 일반운영비,01 사무관리비,보존서고 기록물 일시소독(1회),"1,000,000",https://www.bsjunggu.go.kr/index.junggu?menuCd=DOM_000000103004001026
부산,부산광역시 중구청,민원봉사과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 유지보수,"33,834,470",https://www.bsjunggu.go.kr/index.junggu?menuCd=DOM_000000103004001026
부산,부산광역시 중구청,민원봉사과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,중요기록물 DB구축 사업(500*600권*100면),"30,000,000",https://www.bsjunggu.go.kr/index.junggu?menuCd=DOM_000000103004001026
부산,진구청,민원여권과,201 일반운영비,01 사무관리비,"보존기록물 천연향균제 구입(24,000원*144개)","3,456,000",https://www.busanjin.go.kr/index.busanjin?menuCd=DOM_000000109004008022&cpath=
부산,진구청,민원여권과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 운영 유지보수비,"36,834,470",https://www.busanjin.go.kr/index.busanjin?menuCd=DOM_000000109004008022&cpath=
부산,해운대구청,민원여권과,201 일반운영비,01 사무관리비,"천연향균제 및 살충제(23,000원*108개)","2,484,000",https://www.haeundae.go.kr/index.do?menuCd=DOM_000000104005001000
부산,해운대구청,민원여권과,201 일반운영비,01 사무관리비,"기록물보관실,기록관분무소독,기록물 개별소독","2,310,000",https://www.haeundae.go.kr/index.do?menuCd=DOM_000000104005001000
부산,해운대구청,민원여권과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 통합유지관리 위탁사업비,"39,835,000",https://www.haeundae.go.kr/index.do?menuCd=DOM_000000104005001000
부산,부산광역시교육청,기획국 노사행정정보과,210 운영비,null,"중요기록물전산화(기록물전산화)(600원*×279,550면)","167,730,000",https://www.pen.go.kr/main/cm/cntnts/cntntsView.do?mi=30548&cntntsId=552
부산,부산광역시교육청,기획국 노사행정정보과,210 운영비,null,기록물이전비,"2,000,000",https://www.pen.go.kr/main/cm/cntnts/cntntsView.do?mi=30548&cntntsId=552
부산,부산광역시 동래교육지원청,null,210 운영비,null,"기록물전산화(600원*35,000면)","21,000,000",https://home.pen.go.kr/dongnae/na/ntt/selectNttList.do?mi=11264&bbsId=4315
부산,부산광역시 남부교육지원청,null,210 운영비,null,"기록물전산화(600원*35,000면)","21,000,000",https://home.pen.go.kr/nambu/na/ntt/selectNttList.do?mi=11870&bbsId=3843
부산,부산광역시 북부교육지원청,null,210 운영비,null,"기록물전산화(600원*35,000면)","21,000,000",https://home.pen.go.kr/bukbu/na/ntt/selectNttList.do?mi=12823&bbsId=3724
부산,부산광역시 서부교육지원청,null,210 운영비,null,"기록물전산화(600원*35,000면)","21,000,000",https://home.pen.go.kr/seobu/na/ntt/selectNttList.do?mi=14852&bbsId=4312
부산,부산광역시 해운대교육지원청,null,210 운영비,null,"기록물전산화(600원*35,000면)","21,000,000",https://home.pen.go.kr/haeundae/na/ntt/selectNttList.do?mi=11333&bbsId=3537
광주,광주광역시청,총무과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록물관리시스템유지관리,"70,720,000",https://www.gwangju.go.kr/finance/boardList.do?boardId=BD_0000120200&pageId=finance23
광주,광산구청,행정지원과,201 일반운영비,01 사무관리비,백신엔진업데이트,"13,000,000",https://www.gwangsan.go.kr/contentsView.do?pageId=www793
광주,광산구청,행정지원과,201 일반운영비,01 사무관리비,문서고소독(1회),"3,000,000",https://www.gwangsan.go.kr/contentsView.do?pageId=www793
광주,광산구청,행정지원과,201 일반운영비,01 사무관리비,표준기록관리시스템 유지보수,"50,000,000",https://www.gwangsan.go.kr/contentsView.do?pageId=www793
광주,광산구청,행정지원과,405 자산취득비,01 자산및물품취득비,표준기록관리시스템스토리지증설등,"15,550,000",https://www.gwangsan.go.kr/contentsView.do?pageId=www793
광주,광주광역시 남구청,총무과,201 일반운영비,01 사무관리비,표준기록관리시스템 유지보수,"22,800,000",https://www.namgu.gwangju.kr/board.es?mid=a10308010100&bid=0272&cg_code=C67
광주,광주광역시 동구청,행정지원과,201 일반운영비,01 사무관리비,표준기록관리시스템 전용 백신 구매,"41,000,000",https://www.donggu.kr/board.es?mid=a10410010200&bid=0222
광주,광주광역시 동구청,행정지원과,201 일반운영비,01 사무관리비,전자기록물 이관 용역,"22,000,000",https://www.donggu.kr/board.es?mid=a10410010200&bid=0222
광주,광주광역시 북구청,행정지원과,201 일반운영비,01 사무관리비,"비전자기록물D/B구축사업(본청준영구이상문서 600원*30,000면)","18,000,000",https://bukgu.gwangju.kr/board.es?mid=a90103010000&bid=0303
광주,광주광역시 북구청,행정지원과,201 일반운영비,01 사무관리비,표준기록관리시스템(RMS) 운영(안티바이러스솔루션구입),"10,000,000",https://bukgu.gwangju.kr/board.es?mid=a90103010000&bid=0303
광주,광주광역시 북구청,행정지원과,201 일반운영비,01 사무관리비,"문서고분진제거및소독용역(2,000,000원*2개소)","4,000,000",https://bukgu.gwangju.kr/board.es?mid=a90103010000&bid=0303
광주,광주광역시 북구청,행정지원과,201 일반운영비,02 공공운영비,"표준기록관리시스템(RMS) 유지관리(S/W,H/W유지관리)","33,000,000",https://bukgu.gwangju.kr/board.es?mid=a90103010000&bid=0303
광주,광주광역시 북구청,행정지원과,405 자산취득비,01 자산및물품취득비,표준기록관리시스템스토리지증설,"10,000,000",https://bukgu.gwangju.kr/board.es?mid=a90103010000&bid=0303
광주,광주광역시 서구청,행정지원과,201 일반운영비,01 사무관리비,"문서고상시소독제(38,000원*8개*12월)","3,648,000",https://www.seogu.gwangju.kr/board.es?mid=a60203020000&bid=0137
광주,광주광역시 서구청,행정지원과,201 일반운영비,01 사무관리비,표준기록관리시스템유지보수,"25,697,000",https://www.seogu.gwangju.kr/board.es?mid=a60203020000&bid=0137
광주,광주광역시교육청,행정국 교육자치과,210 운영비,null,표준기록관리시스템(RMS) 운영(응용S/W유지관리및고도화),"18,000,000",https://www.gen.go.kr/opengen/edu_budget/
광주,광주광역시교육청,행정국 교육자치과,210 운영비,null,문서소독비(1회),"3,000,000",https://www.gen.go.kr/opengen/edu_budget/
광주,광주광역시 동부교육지원청,null,210 운영비,null,기록관문서소독(1회),"2,500,000",https://www.gen.go.kr/opengen/edu_budget/
광주,광주광역시 서부교육지원청,null,210 운영비,null,기록관문서소독(1회),"3,500,000",https://www.gen.go.kr/opengen/edu_budget/
인천,인천광역시청,시민봉사과,201 일반운영비,02 공공운영비,기록관리시스템 S/W 유지관리,"18,158,000",https://www.incheon.go.kr/open/OPEN030101
인천,인천광역시청,시민봉사과,206 재료비,01 재료비,문서고 분진제거 및 소독,"9,000,000",https://www.incheon.go.kr/open/OPEN030101
인천,인천광역시청,시민봉사과,207 연구개발비,02 전산개발비,중요기록물 DB구축 연구개발비,"200,000,000",https://www.incheon.go.kr/open/OPEN030101
인천,인천광역시청,시민봉사과,405 자산취득비,01 자산및물품취득비,기록관리시스템 백신 라이선스 구입,"10,670,000",https://www.incheon.go.kr/open/OPEN030101
인천,강화군청,행정과,201 일반운영비,02 공공운영비,기록관리 시스템 유지관리,"71,600,000",https://www.ganghwa.go.kr/open_content/main/open_info/finance/budget.jsp
인천,강화군청,행정과,201 일반운영비,02 공공운영비,시청각 기록물관리 SW 유지보수,"10,800,000",https://www.ganghwa.go.kr/open_content/main/open_info/finance/budget.jsp
인천,강화군청,행정과,405 자산취득비,01 자산및물품취득비,표준기록관리시스템백업장비구입,"64,000,000",https://www.ganghwa.go.kr/open_content/main/open_info/finance/budget.jsp
인천,계양구청,민원여권과,201 일반운영비,02 공공운영비,중요기록물 이중보존DB 공정관리프로그램 유지관리,"2,020,000",https://www.gyeyang.go.kr/open_content/main/open_info/budget/tax.jsp
인천,계양구청,민원여권과,201 일반운영비,02 공공운영비,"기록관 중요기록물 분진제거 및 소독(2,330,000원*1회*2곳)","4,660,000",https://www.gyeyang.go.kr/open_content/main/open_info/budget/tax.jsp
인천,계양구청,민원여권과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 유지관리비,"36,075,000",https://www.gyeyang.go.kr/open_content/main/open_info/budget/tax.jsp
인천,남동구청,민원봉사과,201 일반운영비,01 사무관리비,기록관및 보존기록물분진제거및향균소독,"7,500,000",https://www.namdong.go.kr/main/administration/budget/finance/status.jsp
인천,남동구청,민원봉사과,201 일반운영비,02 공공운영비,표준기록관리시스템 유지보수비,"48,000,000",https://www.namdong.go.kr/main/administration/budget/finance/status.jsp
인천,인천광역시 동구청,민원지적과,201 일반운영비,01 사무관리비,문서고 소독비,"5,401,000",https://www.icdonggu.go.kr/main/information/finance/budget.jsp
인천,인천광역시 동구청,민원지적과,201 일반운영비,01 사무관리비,"문서고 향균소독용품 구입(30,250원*48개)","1,452,000",https://www.icdonggu.go.kr/main/information/finance/budget.jsp
인천,인천광역시 동구청,민원지적과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템(RMS) 운영지원비,"12,000,000",https://www.icdonggu.go.kr/main/information/finance/budget.jsp
인천,인천광역시 동구청,민원지적과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템(RMS) S/W 및 H/W 유지보수,"42,188,000",https://www.icdonggu.go.kr/main/information/finance/budget.jsp
인천,인천광역시 동구청,민원지적과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,"중요 비전자기록물 DB 구축 사업(120,000면*500원)","60,000,000",https://www.icdonggu.go.kr/main/information/finance/budget.jsp
인천,인천광역시 동구청,민원지적과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,"기록관 기록물 목록화 사업(60,000권*1,400원)","84,000,000",https://www.icdonggu.go.kr/main/information/finance/budget.jsp
인천,인천광역시 동구청,민원지적과,402 자치단체등자본이전,02 공기관등에대한자본적위탁사업비,표준기록관리시스템(RMS)고도화사업,"252,100,000",https://www.icdonggu.go.kr/main/information/finance/budget.jsp
인천,미추홀구청,총무과,201 일반운영비,02 공공운영비,표준기록관리시스템 유지보수,"56,898,000",https://www.michuhol.go.kr/main/budget/document/list.do
인천,부평구청,하나로민원과,201 일반운영비,02 공공운영비,문서고 분진제거 및 소독비(1회),"5,000,000",https://www.icbp.go.kr/main/administration/finance/general.jsp
인천,부평구청,하나로민원과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 유지보수비,"38,670,000",https://www.icbp.go.kr/main/administration/finance/general.jsp
인천,인천광역시 서구청,민원봉사과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,공기관등에대한경상적위탁비(표준기록관리시스템운영지원비),"68,513,800",https://www.seo.incheon.kr/open_content/main/open_info/finance/budget_2025.jsp
인천,인천광역시 서구청,민원봉사과,201 일반운영비,01 사무관리비,기록물 미세먼지 제거 및 훈증소독,"12,000,000",https://www.seo.incheon.kr/open_content/main/open_info/finance/budget_2025.jsp
인천,연수구청,민원여권과,201 일반운영비,02 공공운영비,종합문서고 향균 소독(1회),"4,950,000",https://www.yeonsu.go.kr/main/administration/budget/present.asp
인천,연수구청,민원여권과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 운영지원비,"274,959,000",https://www.yeonsu.go.kr/main/administration/budget/present.asp
인천,옹진군청,행정자치과,201 일반운영비,02 공공운영비,표준기록관리 시스템 유지보수,"350,000,000",https://www.ongjin.go.kr/open_content/main/administration/budget/statement.jsp
인천,인천광역시 중구청,민원지적과,201 일반운영비,01 사무관리비,기록관 기록물 소독 비용,"3,984,000",https://www.icjg.go.kr/krop0202a
인천,인천광역시 중구청,민원지적과,201 일반운영비,01 사무관리비,기록관 기록물 정수점검 용역비,"95,000,000",https://www.icjg.go.kr/krop0202a
인천,인천광역시 중구청,민원지적과,201 일반운영비,01 사무관리비,표준기록관리시스템 서버전용 백신 소프트웨어 구입,"12,650,000",https://www.icjg.go.kr/krop0202a
인천,인천광역시 중구청,민원지적과,201 일반운영비,01 사무관리비,표준기록관리시스템 H/W 및 S/W 유지관리비,"51,290,000",https://www.icjg.go.kr/krop0202a
인천,인천광역시교육청,교육행정국 총무과,210 운영비,null,"시청각기록물DB구축(1,500원*500,000면)","750,000,000",https://www.ice.go.kr/people/cm/cntnts/cntntsView.do?mi=10502&cntntsId=1148
인천,인천광역시교육청,교육행정국 총무과,210 운영비,null,"기록물전수조사(1,300원*50,000권)","65,000,000",https://www.ice.go.kr/people/cm/cntnts/cntntsView.do?mi=10502&cntntsId=1148
인천,인천광역시교육청,교육행정국 총무과,440 무형자산,null,"아카이브관리시스템유지관리(소프트웨어 유지관리(1,640,100원*3개월))","4,921,000",https://www.ice.go.kr/people/cm/cntnts/cntntsView.do?mi=10502&cntntsId=1148
인천,인천광역시교육청,교육행정국 총무과,210 운영비,null,표준기록관리시스템구축및운영(SSL인증서갱신),"50,000",https://www.ice.go.kr/people/cm/cntnts/cntntsView.do?mi=10502&cntntsId=1148
인천,인천광역시교육청,교육행정국 총무과,330 자치단체등이전,null,표준기록관리시스템유지관리위탁사업비,"208,589,000",https://www.ice.go.kr/people/cm/cntnts/cntntsView.do?mi=10502&cntntsId=1148
인천,인천광역시 남부교육지원청,null,210 운영비,null,기록관문서고소독(1회),"3,000,000",https://www.ice.go.kr/people/cm/cntnts/cntntsView.do?mi=10502&cntntsId=1148
인천,인천광역시 북부교육지원청,null,210 운영비,null,기록관문서고소독(1회),"1,500,000",https://www.ice.go.kr/people/cm/cntnts/cntntsView.do?mi=10502&cntntsId=1148
인천,인천광역시동부교육지원청,null,null,null,사업없음,null,https://www.ice.go.kr/people/cm/cntnts/cntntsView.do?mi=10502&cntntsId=1148
인천,인천광역시 서부교육지원청,null,null,null,사업없음,null,https://www.ice.go.kr/people/cm/cntnts/cntntsView.do?mi=10502&cntntsId=1148
인천,인천광역시 강화교육지원청,null,null,null,사업없음,null,https://www.ice.go.kr/people/cm/cntnts/cntntsView.do?mi=10502&cntntsId=1148
경북,경상북도청,행정지원과,201 일반운영비,01 사무관리비,경상북도기록관기록물정리용역,"150,000,000", https://www.gb.go.kr/Main/open_contents/section/finace/page.do?mnu_uid=2620&LARGE_CODE=330&MEDIUM_CODE=20&SMALL_CODE=10&mnu_order=3 
경북,경상북도청,행정지원과,201 일반운영비,01 사무관리비,기록관리시스템바이러스백신구입,"15,000,000", https://www.gb.go.kr/Main/open_contents/section/finace/page.do?mnu_uid=2620&LARGE_CODE=330&MEDIUM_CODE=20&SMALL_CODE=10&mnu_order=3 
경북,경상북도청,행정지원과,201 일반운영비,01 사무관리비,경상북도도정기록역사컨텐츠화사업,"22,000,000", https://www.gb.go.kr/Main/open_contents/section/finace/page.do?mnu_uid=2620&LARGE_CODE=330&MEDIUM_CODE=20&SMALL_CODE=10&mnu_order=3 
경북,경상북도청,행정지원과,201 일반운영비,01 사무관리비,디지털아카이브개인정보유출차단소프트웨어구입,"18,000,000", https://www.gb.go.kr/Main/open_contents/section/finace/page.do?mnu_uid=2620&LARGE_CODE=330&MEDIUM_CODE=20&SMALL_CODE=10&mnu_order=3 
경북,경상북도청,행정지원과,201 일반운영비,01 사무관리비,기록관전산시스템유지관리,"107,000,000", https://www.gb.go.kr/Main/open_contents/section/finace/page.do?mnu_uid=2620&LARGE_CODE=330&MEDIUM_CODE=20&SMALL_CODE=10&mnu_order=3 
경북,경상북도청,행정지원과,201 일반운영비,02 공공운영비,춘추고일시소독및소독약제구입,"9,500,000", https://www.gb.go.kr/Main/open_contents/section/finace/page.do?mnu_uid=2620&LARGE_CODE=330&MEDIUM_CODE=20&SMALL_CODE=10&mnu_order=3 
경북,경상북도청,행정지원과,405 자산취득비,01 자산및물품취득비,기록관리시스템노후서버교체,"48,000,000", https://www.gb.go.kr/Main/open_contents/section/finace/page.do?mnu_uid=2620&LARGE_CODE=330&MEDIUM_CODE=20&SMALL_CODE=10&mnu_order=3 
경북,경상북도청,행정지원과,405 자산취득비,01 자산및물품취득비,디지털아카이브노후서버교체,"16,000,000", https://www.gb.go.kr/Main/open_contents/section/finace/page.do?mnu_uid=2620&LARGE_CODE=330&MEDIUM_CODE=20&SMALL_CODE=10&mnu_order=3 
경북,경산시청,새마을민원과,201 일반운영비,01 사무관리비,"기록물 보존용 약품 구입(30,000원*34개*12월)","12,240,000", https://www.gbgs.go.kr/open_content/ko/page.do?mnu_uid=2171& 
경북,경산시청,새마을민원과,201 일반운영비,01 사무관리비,문서고 소독,"9,823,000", https://www.gbgs.go.kr/open_content/ko/page.do?mnu_uid=2171& 
경북,경산시청,새마을민원과,201 일반운영비,01 사무관리비,문서고 정비,"3,000,000", https://www.gbgs.go.kr/open_content/ko/page.do?mnu_uid=2171& 
경북,경산시청,새마을민원과,201 일반운영비,02 공공운영비,기록관리시스템H/W유지보수,"10,000,000", https://www.gbgs.go.kr/open_content/ko/page.do?mnu_uid=2171& 
경북,경산시청,새마을민원과,201 일반운영비,02 공공운영비,기록관리시스템S/W유지보수,"20,000,000", https://www.gbgs.go.kr/open_content/ko/page.do?mnu_uid=2171& 
경북,경주시청,시민봉사과,201 일반운영비,01 사무관리비,문서고 기록물 소독,"5,400,000", https://www.gyeongju.go.kr/open_content/ko/page.do?mnu_uid=628& 
경북,경주시청,시민봉사과,201 일반운영비,01 사무관리비,표준기록관리시스템 H/W 유지보수,"11,430,000", https://www.gyeongju.go.kr/open_content/ko/page.do?mnu_uid=628& 
경북,경주시청,시민봉사과,201 일반운영비,01 사무관리비,표준기록관리시스템 S/W 유지보수,"21,600,000", https://www.gyeongju.go.kr/open_content/ko/page.do?mnu_uid=628& 
경북,경주시청,시민봉사과,201 일반운영비,01 사무관리비,온나라시스템 전자문서 이관,"7,700,000", https://www.gyeongju.go.kr/open_content/ko/page.do?mnu_uid=628& 
경북,경주시청,시민봉사과,201 일반운영비,01 사무관리비,표준기록관리시스템 백신 구입,"15,000,000", https://www.gyeongju.go.kr/open_content/ko/page.do?mnu_uid=628& 
경북,경주시청,시민봉사과,207 연구개발비,02 전산개발비,중요기록물 전산화(DB구축) 및 공개재분류용역,"300,000,000", https://www.gyeongju.go.kr/open_content/ko/page.do?mnu_uid=628& 
경북,고령군청,총무과,201 일반운영비,01 사무관리비,"문서고 소독약품 구입(50,000원*40개)","2,000,000", https://www.goryeong.go.kr/budget/boardList.do?BRD_ID=a1_budget&IDX=9 
경북,고령군청,총무과,201 일반운영비,01 사무관리비,표준기록관리시스템용 백신SW 구입,"15,000,000", https://www.goryeong.go.kr/budget/boardList.do?BRD_ID=a1_budget&IDX=9 
경북,구미시청,민원봉사과,201 일반운영비,01 사무관리비,"문서고 향균제 구입(22,000원*10개*12월)","2,640,000", https://www.gumi.go.kr/portal/contents.do?mid=0303020000 
경북,구미시청,민원봉사과,201 일반운영비,01 사무관리비,기록관리시스템 유지보수,"55,404,000", https://www.gumi.go.kr/portal/contents.do?mid=0303020000 
경북,김천시청,정보기획과,201 일반운영비,01 사무관리비,"기록관 소독(1,800,000원*3회)","5,400,000", https://www.gc.go.kr/portal/contents.do?mId=1205010000 
경북,김천시청,정보기획과,201 일반운영비,01 사무관리비,표준기록관리시스템백신라이선스구매,"15,000,000", https://www.gc.go.kr/portal/contents.do?mId=1205010000 
경북,김천시청,정보기획과,201 일반운영비,01 사무관리비,표준기록관리시스템 S/W 유지보수,"11,190,000", https://www.gc.go.kr/portal/contents.do?mId=1205010000 
경북,김천시청,정보기획과,201 일반운영비,01 사무관리비,표준기록관리시스템 서버 및 스토리지유지관리,"21,772,000", https://www.gc.go.kr/portal/contents.do?mId=1205010000 
경북,김천시청,정보기획과,201 일반운영비,03 행사운영비,김천시 행정박물 전시,"20,000,000", https://www.gc.go.kr/portal/contents.do?mId=1205010000 
경북,김천시청,정보기획과,206 재료비,01 재료비,"기록관 항균, 살충분사제 구입(1,600,000원*3회)","4,800,000", https://www.gc.go.kr/portal/contents.do?mId=1205010000 
경북,김천시청,정보기획과,207 연구개발비,02 전산개발비,중요기록물 디지털화 사업,"120,000,000", https://www.gc.go.kr/portal/contents.do?mId=1205010000 
경북,김천시청,정보기획과,207 연구개발비,02 전산개발비,표준기록관리시스템 소프트웨어 신규도입 및 이관,"260,000,000", https://www.gc.go.kr/portal/contents.do?mId=1205010000 
경북,김천시청,정보기획과,405 자산취득비,01 자산및물품취득비,표준기록관리시스템 서버 및 스토리지 교체,"170,000,000", https://www.gc.go.kr/portal/contents.do?mId=1205010000 
경북,문경시청,총무과,201 일반운영비,01 사무관리비,기록물 보존용품 구입,"3,000,000", https://www.gbmg.go.kr/portal/contents.do?mId=0202011500 
경북,문경시청,총무과,201 일반운영비,01 사무관리비,기록관서고 상시소독 용품 구입,"4,000,000", https://www.gbmg.go.kr/portal/contents.do?mId=0202011500 
경북,문경시청,총무과,201 일반운영비,01 사무관리비,기록관서고 일시소독,"3,500,000", https://www.gbmg.go.kr/portal/contents.do?mId=0202011500 
경북,문경시청,총무과,201 일반운영비,01 사무관리비,기록관 문서고 문서 이관 용역,"20,000,000", https://www.gbmg.go.kr/portal/contents.do?mId=0202011500 
경북,문경시청,총무과,201 일반운영비,02 공공운영비,비전자기록물 목록관리시스템(S/W)유지보수,"3,960,000", https://www.gbmg.go.kr/portal/contents.do?mId=0202011500 
경북,문경시청,총무과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 유지보수,"39,518,000", https://www.gbmg.go.kr/portal/contents.do?mId=0202011500 
경북,문경시청,총무과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,기록관 문서고 기록물 전수조사,"20,000,000", https://www.gbmg.go.kr/portal/contents.do?mId=0202011500 
경북,문경시청,총무과,401 시설비및부대비,01 시설비,기록관 문서고 설치공사,"210,000,000", https://www.gbmg.go.kr/portal/contents.do?mId=0202011500 
경북,문경시청,총무과,405 자산취득비,01 자산및물품취득비,기록관 문서고 이동식 서가,"130,000,000", https://www.gbmg.go.kr/portal/contents.do?mId=0202011500 
경북,봉화군청,총무과,201 일반운영비,01 사무관리비,표준기록물관리시스템백신구입,"15,000,000", https://www.bonghwa.go.kr/open.content/ko/news/budget.info/year/?group1=2025&command=type_02 
경북,봉화군청,총무과,201 일반운영비,02 공공운영비,표준기록관리시스템유지보수,"29,446,000", https://www.bonghwa.go.kr/open.content/ko/news/budget.info/year/?group1=2025&command=type_02 
경북,상주시청,총무과,201 일반운영비,01 사무관리비,"기록물 보존약재 구입(48,000원*24개*2종)","3,000,000", https://www.sangju.go.kr/budget/list.tc?mn=2358&budgetYear=2025&pageSeq=1602&budgetGbn=0 
경북,상주시청,총무과,201 일반운영비,02 공공운영비,기록관리시스템 유지관리,"10,865,000", https://www.sangju.go.kr/budget/list.tc?mn=2358&budgetYear=2025&pageSeq=1602&budgetGbn=0 
경북,상주시청,총무과,201 일반운영비,02 공공운영비,역사기록관리시스템 유지관리,"22,140,000", https://www.sangju.go.kr/budget/list.tc?mn=2358&budgetYear=2025&pageSeq=1602&budgetGbn=0 
경북,상주시청,총무과,207 연구개발비,02 전산개발비,수집공모기록물 db구축,"12,000,000", https://www.sangju.go.kr/budget/list.tc?mn=2358&budgetYear=2025&pageSeq=1602&budgetGbn=0 
경북,성주군청,자치행정과,201 일반운영비,01 사무관리비,표준기록관리시스템백신S/W갱신,"13,000,000", https://www.sj.go.kr/page.do?mnu_uid=1183& 
